subversion,studentName,index,elapsedTime,eventType,host,description,timestamp,isCorrect,gameVersion,sceneName,sessionId,gameState_correctToday,gameState_reportedToday,gameState_totalCorrect,gameState_helpedToday,gameState_totalHelped,gameState_flaggedToday,gameState_totalFlagged,gameState_totalReported
A,,0,0,item_clicked,html-classic.itch.zone,4_SMaterials (I),2026-03-07 08:13:29.487000+00:00,False,0.3,Scene1_Day1_V2,9a1cad8b-c099-4ff6-9124-334a0b2016b0,3,0,3,0,0,0,0,0
B,,0,0,supervisor_talk_clicked,html-classic.itch.zone,,2026-03-07 13:01:10.902000+00:00,False,0.3,Scene3_Day1_V2,88f81330-1da7-41c8-9e60-65ea058fecf7,3,0,3,1,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1M_EmailIconImage (A),2026-03-06 23:05:49.011000+00:00,False,0.3,Scene2_Day1_V2,f5d5445e-e92c-478f-bb15-c48fb2caff42,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SReviewFolder (I),2026-03-08 05:26:11.245000+00:00,False,0.3,Scene1_Day2,ebf15c4b-d76d-4171-9d1a-ba889be66c35,3,0,7,0,1,0,1,0
A,,0,0,eval_signed,html-classic.itch.zone,,2026-03-07 07:40:34.685000+00:00,False,0.3,Scene3_Day1_V2,1ed52b27-6cdb-4b02-900f-79db4a8a6f63,5,1,5,1,1,2,2,1
A,Student5 (I),0,0,admission_decision,html-classic.itch.zone,Denied,2026-03-06 21:51:17.875000+00:00,False,0.3,Scene1_Day1_V2,0de9d895-4559-46f7-8afc-08052516e05d,4,0,4,0,0,0,0,0
B,Girl2 (A),0,32.614810943603516,report_decision,html-classic.itch.zone,,2026-03-07 08:34:25.283000+00:00,False,0.3,Scene2_Day2,0cc4cddc-dabb-4b10-9bcf-a4494899d0dd,5,0,10,0,1,1,1,0
B,,0,0,item_clicked,html-classic.itch.zone,3_SMaterials (I),2026-03-06 22:12:49.114000+00:00,False,0.3,Scene1_Day1_V2,c289534d-fa9b-4559-b479-f8df361879ae,2,0,2,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,EndDayEmailNotificationImage (A),2026-03-06 22:00:40.111000+00:00,False,0.3,Scene2_Day1_V2,0c3c1179-9f3d-4024-814c-12ac4e68c3dd,3,0,3,1,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SStudentID (I),2026-03-06 22:13:28.044000+00:00,False,0.3,Scene1_Day3,89b43fdd-328a-4326-a58a-e06286b4da52,0,0,7,0,2,0,3,2
B,Girl2 (A),0,80.17950439453125,question_answered,html-classic.itch.zone,,2026-03-08 06:00:17.050000+00:00,False,0.3,Scene2_Day3,c1a1e910-0c77-4573-9510-2c809c1430ea,1,0,10,0,2,0,2,1
A,,0,0,item_clicked,html-classic.itch.zone,1_SReviewFolder (I),2026-03-07 03:44:41.675000+00:00,False,0.3,Scene1_Day1_V2,49e58e02-2a63-497a-80ba-cbb461b26a6b,0,0,0,0,0,0,0,0
B,Student4 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-07 08:25:18.965000+00:00,True,0.3,Scene1_Day1_V2,0cc4cddc-dabb-4b10-9bcf-a4494899d0dd,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SReviewFolder (I),2026-03-07 22:44:46.097000+00:00,False,0.3,Scene1_Day2,643d23ef-7bc2-4739-a306-347ae8253a23,3,0,8,0,1,0,2,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SExamTicket (I),2026-03-07 16:32:17.586000+00:00,False,0.3,Scene1_Day3,6072329e-dff7-448a-879c-9d4c6bb2fe17,0,0,8,0,2,0,2,2
A,Row1Student1 (A),0,14.018997192382812,bad_behavior_missed,html-classic.itch.zone,,2026-03-06 23:05:46.010000+00:00,False,0.3,Scene2_Day1_V2,f5d5445e-e92c-478f-bb15-c48fb2caff42,4,0,4,0,0,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 04:37:09.608000+00:00,False,0.3,Scene3_Day2,274bae92-a49b-4694-b68c-6798d56a6817,4,0,8,1,2,2,2,0
B,Student4 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-08 05:42:31.903000+00:00,True,0.3,Scene1_Day1_V2,b8026220-b50a-4857-8f21-2c2c7f39b058,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SExamTicket (I),2026-03-06 23:27:33.536000+00:00,False,0.3,Scene1_Day2,b4b2835f-6960-4183-ab27-453c6d249f9b,1,0,4,0,1,0,1,0
A,,0,0,item_clicked,html-classic.itch.zone,EndDayEmailNotificationImage (A),2026-03-07 02:59:51.647000+00:00,False,0.3,Scene2_Day1_V2,aa9d560d-cf11-4fa0-9197-579a36009f0c,4,0,4,1,1,1,1,0
A,,0,0,item_clicked,html-classic.itch.zone,4_SMaterials (I),2026-03-06 22:14:52.779000+00:00,False,0.3,Scene1_Day3,0de9d895-4559-46f7-8afc-08052516e05d,3,0,12,0,2,0,4,2
B,,0,0,item_clicked,html-classic.itch.zone,3_SAccommodations (I),2026-03-07 00:46:50.804000+00:00,False,0.3,Scene1_Day3,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,1,0,11,0,2,0,4,2
A,,0,0,item_clicked,html-classic.itch.zone,1_SExamTicket (I),2026-03-07 00:39:24.394000+00:00,False,0.3,Scene1_Day1_V2,9ebe5df9-fa7a-467d-9af5-3076227c2319,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,EndDayEmailNotificationImage (A),2026-03-07 07:53:26.910000+00:00,False,0.3,Scene2_Day1_V2,a3ed2fb3-3292-43ce-9160-2ccb4505ad36,4,0,4,1,1,1,1,0
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 05:36:00.759000+00:00,False,0.3,Scene1_Day2,e26ff24d-e62c-4cc9-8f45-53ba72247a33,2,0,7,0,1,0,2,1
B,,0,0,item_clicked,html-classic.itch.zone,2_SStudentID (I),2026-03-08 00:55:36.394000+00:00,False,0.3,Scene1_Day3,4aaa39a1-fe23-4dce-a3e6-bfccbf4138af,1,0,10,0,2,0,1,0
A,,0,0,item_clicked,serve.gamejolt.net,1_SStudentID (I),2026-03-07 02:28:40.099000+00:00,False,0.3,Scene1_Day2,fbc3a4c0-11a2-4350-92ec-67b788b2aa00,0,0,5,0,1,0,0,0
A,,0,0,exam_started,html-classic.itch.zone,,2026-03-06 23:07:15.124000+00:00,False,0.3,Scene2_Day1_V2,2139b298-2dee-4735-b82c-02246b586398,4,0,4,0,0,0,0,0
A,,0,0,orientation_skipped,html-classic.itch.zone,,2026-03-06 22:34:29.354000+00:00,False,0.3,Scene1_Day3,0de9d895-4559-46f7-8afc-08052516e05d,5,1,10,1,2,2,4,2
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 20:44:17.650000+00:00,False,0.3,Scene1_Day1_V2,836e90ea-15d8-45dc-9d2c-4efc35d785a0,4,0,4,0,0,0,0,0
B,Girl2 (A),0,108.66048431396484,question_answered,html-classic.itch.zone,,2026-03-07 00:16:49.193000+00:00,False,0.3,Scene2_Day3,061708c7-83b8-4162-af12-113c9d956652,1,1,9,0,2,2,4,1
B,,0,0,item_clicked,html-classic.itch.zone,3_SStudentID (I),2026-03-06 22:21:14.009000+00:00,False,0.3,Scene1_Day2,c289534d-fa9b-4559-b479-f8df361879ae,2,0,7,0,1,0,1,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SExamTicket (I),2026-03-06 21:41:02.375000+00:00,False,0.3,Scene1_Day3,0de9d895-4559-46f7-8afc-08052516e05d,0,0,9,0,2,0,3,2
B,Student4 (I),0,0,admission_decision,serve.gamejolt.net,Admitted,2026-03-06 21:48:22.616000+00:00,True,0.3,Scene1_Day1_V2,a66a0d2c-2d33-4317-a7a8-31af1b922854,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 03:30:09.037000+00:00,False,0.3,Scene1_Day1_V2,be447527-0472-49d4-a49e-aec17e42f4e7,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SExamTicket (I),2026-03-07 03:18:15.547000+00:00,False,0.3,Scene1_Day1_V2,5598ae82-a666-45f6-a3ce-5dfc107f3e5b,1,0,1,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SExamTicket (I),2026-03-07 23:41:03.442000+00:00,False,0.3,Scene1_Day3,6356892d-332a-4dae-a740-2ea78637f897,0,0,9,0,2,0,3,0
A,,0,0,scene_entered,serve.gamejolt.net,,2026-03-06 23:09:27.392000+00:00,False,0.3,Scene1_Day1_V2,13c0858e-e858-4dd9-94b8-f4721a5d45d1,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 00:34:13.888000+00:00,False,0.3,Scene1_Day1_V2,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,2,0,2,0,0,0,0,0
A,Row1Student2 (A),0,46.484439849853516,question_clicked,html-classic.itch.zone,,2026-03-06 21:55:57.331000+00:00,False,0.3,Scene2_Day1_V2,0de9d895-4559-46f7-8afc-08052516e05d,4,0,4,0,0,1,1,0
B,,0,0,item_clicked,serve.gamejolt.net,4_SReviewFolder (I),2026-03-06 21:10:38.973000+00:00,False,0.3,Scene1_Day1_V2,373500cf-4f1e-4a47-909d-cd8b65402563,3,0,3,0,0,0,0,0
A,,0,0,help_clicked,html-classic.itch.zone,,2026-03-07 07:46:45.191000+00:00,False,0.3,Scene1_Day1_V2,a3ed2fb3-3292-43ce-9160-2ccb4505ad36,0,0,0,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 00:30:34.362000+00:00,False,0.3,Scene0_Title,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,1,0,11,1,3,1,4,1
A,,0,0,item_clicked,html-classic.itch.zone,1_SExternalTicket (I),2026-03-07 22:39:46.615000+00:00,False,0.3,Scene1_Day2,643d23ef-7bc2-4739-a306-347ae8253a23,0,0,5,0,1,0,2,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SReviewFolder (I),2026-03-06 23:34:14.001000+00:00,False,0.3,Scene1_Day3,b4b2835f-6960-4183-ab27-453c6d249f9b,1,0,7,0,2,0,3,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 21:48:09.975000+00:00,False,0.3,Scene0_Title,0cc8c3bc-e624-4a3b-87fe-3909ce46b12b,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,4_SStudentID (I),2026-03-07 23:42:13.682000+00:00,False,0.3,Scene1_Day3,07a9e8fe-8312-4a17-b0ff-164b98d17d5c,1,0,6,0,2,0,2,1
B,,0,0,supervisor_talk_clicked,serve.gamejolt.net,,2026-03-08 05:57:03.566000+00:00,False,0.3,Scene3_Day1_V2,e705beec-8210-42bf-8ed9-ec99b28030be,2,1,2,1,1,1,1,1
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 00:45:10.027000+00:00,False,0.3,Scene1_Day1_V2,be59af60-7d45-4972-95c9-f8e26008d2d4,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-06 21:12:55.827000+00:00,False,0.3,Scene1_Day1_V2,582ad07a-14b4-4b84-bbbd-f57485e42a1d,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,4_SExamTicket (I),2026-03-07 00:44:34.235000+00:00,False,0.3,Scene1_Day1_V2,be59af60-7d45-4972-95c9-f8e26008d2d4,3,0,3,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SStudentID (I),2026-03-07 02:40:09.517000+00:00,False,0.3,Scene1_Day3,dfeebf35-d416-4dea-beac-925188d0fae1,1,0,10,0,2,0,4,2
B,,0,0,item_clicked,html-classic.itch.zone,5_SStudentID (I),2026-03-07 02:26:14.593000+00:00,False,0.3,Scene1_Day1_V2,dfeebf35-d416-4dea-beac-925188d0fae1,3,0,3,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SReviewFolder (I),2026-03-06 21:31:41.131000+00:00,False,0.3,Scene1_Day2,0de9d895-4559-46f7-8afc-08052516e05d,2,0,7,0,1,0,1,1
A,,0,0,item_clicked,html-classic.itch.zone,4_SStudentID (I),2026-03-07 03:12:41.656000+00:00,False,0.3,Scene1_Day1_V2,50a17622-404e-47be-a9dc-2d0d57631f9f,3,0,3,0,0,0,0,0
B,Student2 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-07 04:43:00.002000+00:00,True,0.3,Scene1_Day1_V2,0e11cec0-34cd-417a-8f2a-3b080ad29a96,2,0,2,0,0,0,0,0
B,Girl2 (A),0,16.13201141357422,investigation_initiated,html-classic.itch.zone,,2026-03-07 03:28:38.920000+00:00,False,0.3,Scene2_Day2,5598ae82-a666-45f6-a3ce-5dfc107f3e5b,4,0,9,0,1,1,2,0
B,,0,0,item_clicked,serve.gamejolt.net,S_ExamGuide (I),2026-03-06 21:46:38.907000+00:00,False,0.3,Scene1_Day1_V2,a66a0d2c-2d33-4317-a7a8-31af1b922854,1,0,1,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SExamTicket (I),2026-03-07 02:59:00.479000+00:00,False,0.3,Scene1_Day1_V2,e54593c6-3f0e-458b-8ea4-401f1ebb7026,4,0,4,0,0,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 07:57:35.740000+00:00,False,0.3,Scene1_Day1_V2,4ec5e3f3-37fa-46f4-9cae-8169993fd3d4,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,4_SStudentID (I),2026-03-05 06:04:41.165000+00:00,False,0.3,Scene1_Day3,99f4666d-91ab-46f0-843a-6d37d4c1530f,0,0,10,0,2,0,4,2
A,,0,0,item_clicked,serve.gamejolt.net,1_SExamTicket (I),2026-03-06 23:10:50.938000+00:00,False,0.3,Scene1_Day1_V2,13c0858e-e858-4dd9-94b8-f4721a5d45d1,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,1_SExternalTicket (I),2026-03-06 23:28:10.290000+00:00,False,0.3,Scene1_Day2,86016335-e6b2-4272-aad1-70c8bb27dabb,0,0,4,0,1,0,1,1
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-06 23:04:27.281000+00:00,False,0.3,Scene1_Day1_V2,f5d5445e-e92c-478f-bb15-c48fb2caff42,4,0,4,0,0,0,0,0
A,Row1Student2 (A),0,46.557456970214844,question_clicked,html-classic.itch.zone,,2026-03-07 01:59:15.211000+00:00,False,0.3,Scene2_Day1_V2,3b55293f-1d42-4db6-a0f1-a6d1a1f0bc35,5,0,5,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 05:29:35.517000+00:00,False,0.3,Scene1_Day1_V2,e26ff24d-e62c-4cc9-8f45-53ba72247a33,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,serve.gamejolt.net,Image,2026-03-07 23:40:23.388000+00:00,False,0.3,Ending,7a4f7c87-7ba6-45e7-aa3e-917878889bc3,3,1,12,1,3,2,6,3
B,,0,0,help_clicked,serve.gamejolt.net,,2026-03-07 00:45:05.815000+00:00,False,0.3,Scene2_Day1_V2,9ab4479b-028c-4e0a-a6e3-0e96c5d31910,4,0,4,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,5_SMaterials (I),2026-03-08 00:49:21.831000+00:00,False,0.3,Scene1_Day2,4aaa39a1-fe23-4dce-a3e6-bfccbf4138af,4,0,9,0,1,0,0,0
A,Student1 (I),0,0,admission_decision,html-classic.itch.zone,Denied,2026-03-07 22:10:00.020000+00:00,False,0.3,Scene1_Day2,98f73770-c862-4401-92bd-fa4e9e77b5b0,0,0,4,0,1,0,0,0
B,Student1 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-06 23:21:34.804000+00:00,True,0.3,Scene1_Day1_V2,86016335-e6b2-4272-aad1-70c8bb27dabb,1,0,1,0,0,0,0,0
A,,0,0,pause_completed,html-classic.itch.zone,day1_pause1,2026-03-07 20:48:42.839000+00:00,False,0.3,Scene1_Day2,836e90ea-15d8-45dc-9d2c-4efc35d785a0,4,0,4,1,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SStudentID (I),2026-03-07 00:26:14.659000+00:00,False,0.3,Scene1_Day2,959b897f-7319-4cb7-a980-52173d90e11d,1,0,3,0,1,0,1,0
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-04 11:22:17.603000+00:00,False,0.2,Scene1_Day2,91b7a441-7728-41b5-86d1-1ca1fb1c405f,2,0,6,0,1,0,2,1
B,,0,0,eval_signed,html-classic.itch.zone,,2026-03-07 03:21:53.805000+00:00,False,0.3,Scene3_Day1_V2,8dfcdfb0-36fc-41a8-af7a-de6a7eb84f8b,3,1,3,1,1,1,1,1
A,,0,0,item_clicked,html-classic.itch.zone,4_SStudentID (I),2026-03-07 20:58:06.843000+00:00,False,0.3,Scene1_Day3,836e90ea-15d8-45dc-9d2c-4efc35d785a0,1,0,8,0,2,0,1,0
A,,0,0,item_clicked,serve.gamejolt.net,1_SReviewFolder (I),2026-03-07 02:28:59.771000+00:00,False,0.3,Scene1_Day2,fbc3a4c0-11a2-4350-92ec-67b788b2aa00,0,0,5,0,1,0,0,0
B,Student4 (I),0,0,admission_decision,serve.gamejolt.net,Denied,2026-03-07 23:30:34.206000+00:00,True,0.3,Scene1_Day2,7a4f7c87-7ba6-45e7-aa3e-917878889bc3,4,0,8,0,1,0,2,1
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 21:27:22.954000+00:00,False,0.3,Scene1_Day1_V2,f7b7ba28-6b4c-4e9c-aef6-dd6538c6847c,0,0,0,0,0,0,0,0
B,,0,0,pause_completed,html-classic.itch.zone,day1_pause2,2026-03-06 21:53:30.135000+00:00,False,0.3,Scene1_Day1_V2,0c3c1179-9f3d-4024-814c-12ac4e68c3dd,0,0,0,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 02:24:28.127000+00:00,False,0.3,Scene2_Day1_V2,48a8429f-93e5-42d0-91af-e7241635421c,3,0,3,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,3_SReviewFolder (I),2026-03-07 02:53:32.021000+00:00,False,0.3,Scene1_Day1_V2,dfeebf35-d416-4dea-beac-925188d0fae1,2,0,2,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,4_IncorrectIcon (I),2026-03-06 23:28:58.250000+00:00,False,0.3,Scene1_Day2,b4b2835f-6960-4183-ab27-453c6d249f9b,2,0,5,0,1,0,1,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SReviewFolder (I),2026-03-07 20:49:39.186000+00:00,False,0.3,Scene1_Day1_V2,e6cd6851-13e4-4a75-9fd7-4675449fddeb,1,0,1,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,5_SMaterials (I),2026-03-07 00:22:32.152000+00:00,False,0.3,Scene1_Day1_V2,1f1282ed-cfb6-4538-874b-d430996d8b13,3,0,3,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,4_SMaterials (I),2026-03-07 07:49:50.981000+00:00,False,0.3,Scene1_Day1_V2,a3ed2fb3-3292-43ce-9160-2ccb4505ad36,3,0,3,0,0,0,0,0
B,,0,0,eval_signed,serve.gamejolt.net,,2026-03-07 23:40:18.871000+00:00,False,0.3,Scene3_Day3,7a4f7c87-7ba6-45e7-aa3e-917878889bc3,3,1,12,1,3,2,6,3
B,,0,0,exam_started,html-classic.itch.zone,,2026-03-07 02:27:30.497000+00:00,False,0.3,Scene2_Day1_V2,dfeebf35-d416-4dea-beac-925188d0fae1,4,0,4,0,0,0,0,0
A,Guy2 (A),0,96.13075256347656,question_answered,html-classic.itch.zone,,2026-03-07 08:00:36.547000+00:00,True,0.3,Scene2_Day2,a3ed2fb3-3292-43ce-9160-2ccb4505ad36,3,1,7,1,2,2,3,1
B,Student1 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-06 19:32:09.091000+00:00,True,0.3,Scene1_Day3,613ea22b-b16e-45f2-bfbc-570f2283fcf5,1,0,11,0,2,0,4,2
A,,0,0,item_clicked,serve.gamejolt.net,1_SReviewFolder (I),2026-03-07 02:21:38.072000+00:00,False,0.3,Scene1_Day1_V2,fbc3a4c0-11a2-4350-92ec-67b788b2aa00,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-08 00:54:54.986000+00:00,False,0.3,Scene1_Day3,4aaa39a1-fe23-4dce-a3e6-bfccbf4138af,0,0,9,0,2,0,1,0
B,,0,0,item_clicked,html-classic.itch.zone,4_SExamTicket (I),2026-03-07 13:04:38.865000+00:00,False,0.3,Scene1_Day2,88f81330-1da7-41c8-9e60-65ea058fecf7,3,0,6,0,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SReviewFolder (I),2026-03-07 09:10:49.616000+00:00,False,0.3,Scene1_Day2,ddbe790e-1779-42ea-8a2c-1dac3dda173c,0,0,5,0,1,0,2,1
B,Row2Student2 (A),0,83.66814422607422,investigation_initiated,html-classic.itch.zone,,2026-03-07 02:28:55.140000+00:00,False,0.3,Scene2_Day1_V2,dfeebf35-d416-4dea-beac-925188d0fae1,4,0,4,1,1,2,2,0
B,,0,0,exam_started,html-classic.itch.zone,,2026-03-07 07:06:50.782000+00:00,False,0.3,Scene2_Day1_V2,9d0d438d-10dc-47ae-9b65-c37bb2656981,5,0,5,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SReviewFolder (I),2026-03-06 22:53:52.862000+00:00,False,0.3,Scene1_Day1_V2,74aa7d54-aa33-48de-843d-b692ad71261c,1,0,1,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SStudentID (I),2026-03-07 07:50:29.280000+00:00,False,0.3,Scene1_Day1_V2,a3ed2fb3-3292-43ce-9160-2ccb4505ad36,4,0,4,0,0,0,0,0
B,Row1Student2 (A),0,82.43360900878906,question_answered,html-classic.itch.zone,,2026-03-06 21:28:33.130000+00:00,False,0.3,Scene2_Day1_V2,b281ada7-f647-43a2-b4a7-32b7c8c86529,5,0,5,0,0,0,0,0
A,Guy1 (A),0,48.26216125488281,investigation_initiated,html-classic.itch.zone,,2026-03-07 05:17:04.276000+00:00,False,0.3,Scene2_Day2,e26ff24d-e62c-4cc9-8f45-53ba72247a33,5,1,8,0,1,2,4,2
B,Row1Student2 (A),0,76.99998474121094,question_answered,html-classic.itch.zone,,2026-03-06 21:28:27.698000+00:00,False,0.3,Scene2_Day1_V2,b281ada7-f647-43a2-b4a7-32b7c8c86529,5,0,5,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_IncorrectIcon (I),2026-03-07 08:05:53.548000+00:00,False,0.3,Scene1_Day2,c210de66-fa2d-47df-9819-410a28530146,0,0,3,0,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SMaterials (I),2026-03-07 02:56:19.285000+00:00,False,0.3,Scene1_Day1_V2,6717e6a1-7dc4-4c4f-8e8f-e6748ad439ca,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SStudentID (I),2026-03-06 22:12:44.164000+00:00,False,0.3,Scene1_Day3,0de9d895-4559-46f7-8afc-08052516e05d,2,0,11,0,2,0,4,2
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 21:41:28.065000+00:00,False,0.3,Scene1_Day2,f2bc79c6-8424-4b96-9d86-247aa88e5e74,4,0,4,1,1,0,0,0
A,Guy1 (A),0,47.9433708190918,investigation_initiated,html-classic.itch.zone,,2026-03-06 22:10:53.767000+00:00,False,0.3,Scene2_Day2,89b43fdd-328a-4326-a58a-e06286b4da52,4,1,7,0,1,2,3,2
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 01:17:06.998000+00:00,False,0.3,Scene1_Day1_V2,de68f473-b19f-4158-8ff6-8089be7e7d6a,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,1_SExamTicket (I),2026-03-07 00:32:49.047000+00:00,False,0.3,Scene1_Day1_V2,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,0,0,0,0,0,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 22:33:43.149000+00:00,False,0.3,Scene3_Day2,0de9d895-4559-46f7-8afc-08052516e05d,5,1,10,1,2,2,4,2
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 23:59:18.822000+00:00,False,0.3,Scene1_Day1_V2,a67532fc-dfd9-4f24-8755-87e945da8849,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SMaterials (I),2026-03-07 03:47:58.316000+00:00,False,0.3,Scene1_Day1_V2,e88ebcf7-f456-4383-9e9a-892dbdf37ec8,1,0,1,0,0,0,0,0
B,,0,0,item_clicked,serve.gamejolt.net,S_ExamGuide (I),2026-03-08 06:03:14.674000+00:00,False,0.3,Scene1_Day2,e705beec-8210-42bf-8ed9-ec99b28030be,3,0,5,0,1,0,1,1
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 03:02:46.612000+00:00,False,0.3,Scene1_Day2,e54593c6-3f0e-458b-8ea4-401f1ebb7026,5,1,5,1,1,1,1,1
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 00:20:14.094000+00:00,False,0.3,Scene1_Day1_V2,959b897f-7319-4cb7-a980-52173d90e11d,2,0,2,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SExamTicket (I),2026-03-07 06:29:10.806000+00:00,False,0.3,Scene1_Day1_V2,04501936-c523-4f9e-8008-9e8b3be11b23,1,0,1,0,0,0,0,0
B,Student1 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-07 23:25:11.464000+00:00,True,0.3,Scene1_Day1_V2,6356892d-332a-4dae-a740-2ea78637f897,1,0,1,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SStudentID (I),2026-03-07 23:28:30.938000+00:00,False,0.3,Scene1_Day1_V2,fd9512b1-1b1f-4361-8992-08865b14b432,2,0,2,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SExamTicket (I),2026-03-06 22:14:14.524000+00:00,False,0.3,Scene1_Day3,89b43fdd-328a-4326-a58a-e06286b4da52,1,0,8,0,2,0,3,2
A,Student4 (I),0,0,admission_decision,html-classic.itch.zone,Denied,2026-03-07 02:12:52.186000+00:00,True,0.3,Scene1_Day2,c98730d8-8f53-42a4-948c-cfc63ffad6b7,4,0,8,0,1,0,1,0
B,,0,0,day_started,html-classic.itch.zone,,2026-03-07 03:05:27.127000+00:00,False,0.3,Scene1_Day3,dfeebf35-d416-4dea-beac-925188d0fae1,0,0,10,0,2,0,4,2
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 04:38:55.095000+00:00,False,0.3,Scene1_Day1_V2,a0e6a2f8-f659-4ca2-ac62-1d83669a251e,0,0,0,0,0,0,0,0
A,Row2Student2 (A),0,83.05290985107422,bad_behavior_missed,html-classic.itch.zone,,2026-03-07 07:55:21.614000+00:00,False,0.3,Scene2_Day1_V2,9c2bcc0f-6617-4530-a629-8ad3b03b3ea6,4,0,4,1,1,0,0,0
