hostingPlatform,gameVersion,sessionId,eventType,subversion,sceneName,description,index,timestamp,elapsedTime,gameState_helpedToday,gameState_totalFlagged,gameState_correctToday,gameState_flaggedToday,gameState_totalReported,gameState_totalHelped,gameState_reportedToday,gameState_totalCorrect
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-24 04:24:54.150000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,41eb15e3-b7eb-4747-85a4-b199d8db6f6f,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-24 08:01:32.966000+00:00,83.27324676513672,0,0,5,0,0,0,0,5
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,item_clicked,A,Scene1_Day1_V2,1_IncorrectIcon (I),0,2026-02-25 03:32:05.192000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,97e991da-88c7-472f-a1cd-d15afdfb97c2,item_clicked,A,Scene1_Day1_V2,4_SMaterials (I),0,2026-02-24 06:24:57.234000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,credits_page_entered,A,Scene0_Title,,0,2026-02-22 23:50:49.629000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,0c2c7595-a3fd-4ba1-878b-b824c8356466,item_clicked,A,Scene1_Day1_V2,4_SMaterials (I),0,2026-02-23 04:34:24.442000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,b99c4a11-3a13-42cf-b009-acf2191855da,item_clicked,A,Scene1_Day1_V2,2_SReviewFolder (I),0,2026-02-24 06:48:28.152000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,90d404ad-2c4e-475e-8c2d-452534207a28,item_clicked,A,Scene1_Day1_V2,2_SReviewFolder (I),0,2026-02-24 00:03:19.900000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,7d665d5a-533e-4fe1-bfbe-a6874b0d2893,item_clicked,A,Scene1_Day1_V2,1_SExamTicket (I),0,2026-02-23 20:49:45.293000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,fec58fe1-1884-486d-ae80-5b69f3c0dc33,scroll_clicked,A,Scene2_Day1_V2,Email_P2 (I),0,2026-02-23 17:11:26.997000+00:00,0,0,0,5,0,0,0,0,5
itch,0.1,282aae4c-530b-44a1-b823-d600a4a793b0,item_clicked,A,Scene1_Day1_V2,5_SExamGuide (I),0,2026-02-24 06:57:52.167000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student2 (I),0,2026-02-24 06:54:06.726000+00:00,0,1,0,7,0,0,1,0,7
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,item_clicked,A,Scene1_Day1_V2,3_SExamTicket (I),0,2026-02-24 06:54:10.592000+00:00,0,1,0,7,0,0,1,0,7
itch,0.1,2c6da7fd-cac4-4343-b1d6-1c629f174b61,bad_behavior_missed,A,Scene2_Day1_V2,Row2Student2 (A),0,2026-02-25 07:05:20.215000+00:00,83.08120727539062,1,0,3,0,0,1,0,3
itch,0.1,7d665d5a-533e-4fe1-bfbe-a6874b0d2893,item_clicked,A,Scene1_Day1_V2,3_SStudentID (I),0,2026-02-23 20:51:40.495000+00:00,0,0,0,2,0,0,0,0,2
itch,0.1,bddfeebe-f6c8-4836-a7ca-edecf330bae0,item_clicked,A,Scene1_Day1_V2,1_SStudentID (I),0,2026-02-22 23:56:25.501000+00:00,0,1,0,5,0,0,1,0,5
itch,0.1,4f717f94-1607-4cbd-83e6-b33049a1d003,item_clicked,A,Scene1_Day1_V2,5_IncorrectIcon (I),0,2026-02-23 06:43:17.935000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,fec58fe1-1884-486d-ae80-5b69f3c0dc33,item_clicked,A,Scene1_Day1_V2,4_SExamGuide (I),0,2026-02-23 17:08:35.550000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-22 21:14:02.557000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,991859e5-1ecd-4fba-9909-83e70d83dbd5,scene_entered,A,Scene0_Title,,0,2026-02-24 06:30:37.493000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,282aae4c-530b-44a1-b823-d600a4a793b0,question_answered_correctly,A,Scene2_Day1_V2,,0,2026-02-24 07:00:29.525000+00:00,72.16632843017578,1,1,3,1,0,1,0,3
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,item_clicked,A,Scene1_Day1_V2,1_SExamGuide (I),0,2026-02-23 05:18:54.302000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,97e991da-88c7-472f-a1cd-d15afdfb97c2,question_answered_correctly,A,Scene2_Day1_V2,,0,2026-02-24 06:28:45.507000+00:00,55.866844177246094,1,0,4,0,0,1,0,4
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,item_clicked,A,Scene1_Day1_V2,5_SMaterials (I),0,2026-02-24 06:54:40.507000+00:00,0,1,0,9,0,0,1,0,9
itch,0.1,a7e25c67-841c-43e8-97ef-c6031744b236,scene_entered,A,Scene3_Day1_V2,,0,2026-02-22 21:12:10.215000+00:00,0,1,1,4,1,0,1,0,4
itch,0.1,7d665d5a-533e-4fe1-bfbe-a6874b0d2893,item_clicked,A,Scene1_Day1_V2,1_SStudentID (I),0,2026-02-23 20:49:15.230000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,session_start,A,Scene0_Title,,0,2026-02-24 01:03:40.908000+00:00,0,1,0,5,0,0,1,0,5
itch,0.1,fd275b94-0e7b-452a-8261-e5271574a7c2,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student4 (I),0,2026-02-24 09:36:38.895000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,fd275b94-0e7b-452a-8261-e5271574a7c2,item_clicked,A,Scene1_Day1_V2,4_SMaterials (I),0,2026-02-24 09:36:24.999000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,550d6cf8-508e-4c39-ad95-fbeb47770794,item_clicked,A,Scene1_Day1_V2,2_SStudentID (I),0,2026-02-22 21:09:26.044000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,item_clicked,A,Scene1_Day1_V2,1_SExamTicket (I),0,2026-02-23 05:17:32.350000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student3 (I),0,2026-02-23 05:23:22.246000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,scene_entered,A,Scene3_Day1_V2,,0,2026-02-25 03:44:54.172000+00:00,0,2,1,9,1,1,2,1,9
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,item_clicked,A,Scene1_Day1_V2,1_IncorrectIcon (I),0,2026-02-23 05:25:35.625000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,4f717f94-1607-4cbd-83e6-b33049a1d003,item_clicked,A,Scene2_Day1_V2,EndDayEmailNotification (I),0,2026-02-23 06:46:08.384000+00:00,0,1,0,3,0,0,1,0,3
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,item_clicked,A,Scene1_Day1_V2,4_SExamGuide (I),0,2026-02-24 00:45:43.408000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,f4705d45-e1e9-4cbc-8490-58c59554e625,item_clicked,A,Scene1_Day1_V2,4_SExamGuide (I),0,2026-02-23 05:24:56.344000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,item_clicked,A,Scene1_Day1_V2,5_SExamGuide (I),0,2026-02-23 05:28:57.129000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,item_clicked,A,Scene2_Day1_V2,2I_EmailIcon (A),0,2026-02-23 00:04:13.070000+00:00,0,1,2,4,2,0,1,0,4
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,item_clicked,A,Scene1_Day1_V2,4_SExamTicket (I),0,2026-02-23 00:07:44.980000+00:00,0,1,2,7,2,0,1,0,7
itch,0.1,fd275b94-0e7b-452a-8261-e5271574a7c2,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-24 09:40:17.499000+00:00,105.60745239257812,0,0,5,0,0,0,0,5
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,item_clicked,A,Scene1_Day1_V2,5_SExamGuide (I),0,2026-02-24 06:46:23.849000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,item_clicked,A,Scene1_Day1_V2,1_SReviewFolder (I),0,2026-02-25 03:29:17.453000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,item_clicked,A,Scene2_Day1_V2,EmailNotification (I),0,2026-02-25 03:42:41.765000+00:00,0,1,0,9,0,0,1,0,9
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,item_clicked,A,Scene1_Day1_V2,2_SExamGuide (I),0,2026-02-24 00:57:39.273000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,282aae4c-530b-44a1-b823-d600a4a793b0,item_clicked,A,Scene1_Day1_V2,4_SExamTicket (I),0,2026-02-24 06:56:13.323000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,b0fef513-8750-49dc-a762-f8a966f8ae6b,scene_entered,A,Scene0_Title,,0,2026-02-23 02:22:07.086000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,81ae87bc-ea5d-4959-ab23-208ee6a4422f,scene_entered,A,Scene1_Day1_V2,,0,2026-02-24 08:42:18.813000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,credits_page_entered,A,Scene0_Title,,0,2026-02-22 23:50:13.937000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-24 06:59:21.718000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student3 (I),0,2026-02-22 23:59:56.054000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,eval_signed,A,Scene3_Day1_V2,,0,2026-02-24 01:01:31.848000+00:00,0,3,3,15,3,2,3,2,15
itch,0.1,f4705d45-e1e9-4cbc-8490-58c59554e625,eval_signed,A,Scene3_Day1_V2,,0,2026-02-23 05:33:16.220000+00:00,0,1,0,4,0,0,1,0,4
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,item_clicked,A,Scene1_Day1_V2,5_SExamGuide (I),0,2026-02-24 00:46:15.265000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,bad_behavior_missed,A,Scene2_Day1_V2,Row1Student1 (A),0,2026-02-23 05:30:13.874000+00:00,14.02401065826416,0,0,4,0,0,0,0,4
itch,0.1,ce7dd023-7fd2-4a78-8d77-a9f0542c347d,controls_page_entered,A,Scene0_Title,,0,2026-02-24 07:46:38.101000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,item_clicked,A,Scene1_Day1_V2,1_SReviewFolder (I),0,2026-02-24 06:44:25.736000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,2c6da7fd-cac4-4343-b1d6-1c629f174b61,item_clicked,A,Scene1_Day1_V2,4_SExamGuide (I),0,2026-02-25 07:01:28.260000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,item_clicked,A,Scene1_Day1_V2,4_SReviewFolder (I),0,2026-02-25 03:31:49.202000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,controls_page_entered,A,Scene0_Title,,0,2026-02-24 00:39:10.997000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,4f717f94-1607-4cbd-83e6-b33049a1d003,session_start,A,Scene0_Title,,0,2026-02-23 06:47:19.460000+00:00,0,1,0,3,0,0,1,0,3
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,item_clicked,A,Scene2_Day1_V2,EndDayEmailNotification (I),0,2026-02-24 00:56:08.843000+00:00,0,2,2,10,2,1,2,1,10
itch,0.1,b99c4a11-3a13-42cf-b009-acf2191855da,item_clicked,A,Scene1_Day1_V2,4_SReviewFolder (I),0,2026-02-24 06:50:08.431000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,item_clicked,A,Scene1_Day1_V2,5_SExamTicket (I),0,2026-02-25 07:35:31.971000+00:00,0,0,1,9,1,0,0,0,9
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-24 04:14:17.949000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,b99c4a11-3a13-42cf-b009-acf2191855da,scroll_clicked,A,Scene2_Day1_V2,Email_P3 (I),0,2026-02-24 06:52:02.354000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,6a5d288a-0e0b-47e9-8e37-7696dc6cbc65,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-25 07:26:32.496000+00:00,69.8502197265625,0,0,5,0,0,0,0,5
itch,0.1,fd275b94-0e7b-452a-8261-e5271574a7c2,item_clicked,A,Scene1_Day1_V2,5_SExamTicket (I),0,2026-02-24 09:36:45.897000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,item_clicked,A,Scene2_Day1_V2,EndDayEmailNotification (I),0,2026-02-25 07:31:23.725000+00:00,0,0,1,5,1,0,0,0,5
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,item_clicked,A,Scene1_Day1_V2,2_SReviewFolder (I),0,2026-02-24 00:57:56.858000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student4 (I),0,2026-02-24 00:53:13.779000+00:00,0,1,0,9,0,0,1,0,9
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,session_start,A,Scene0_Title,,0,2026-02-25 07:32:17.947000+00:00,0,0,1,5,1,0,0,0,5
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,scroll_clicked,A,Scene2_Day1_V2,Email_P1 (A),0,2026-02-25 07:36:42.447000+00:00,0,0,1,10,1,0,0,0,10
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,item_clicked,A,Scene1_Day1_V2,2_SReviewFolder (I),0,2026-02-25 07:25:56.269000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,2c6da7fd-cac4-4343-b1d6-1c629f174b61,scroll_clicked,A,Scene2_Day1_V2,Email_P3 (I),0,2026-02-25 07:03:31.942000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,97e991da-88c7-472f-a1cd-d15afdfb97c2,scene_entered,A,Scene0_Title,,0,2026-02-24 06:15:53.898000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,item_clicked,A,Scene1_Day1_V2,5_SStudentID (I),0,2026-02-24 06:46:16.898000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,90d404ad-2c4e-475e-8c2d-452534207a28,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-24 00:08:37.920000+00:00,70.45014953613281,0,0,4,0,0,0,0,4
itch,0.1,fec58fe1-1884-486d-ae80-5b69f3c0dc33,scroll_clicked,A,Scene2_Day1_V2,Email_P3 (I),0,2026-02-23 17:11:58.812000+00:00,0,0,0,5,0,0,0,0,5
itch,0.1,bddfeebe-f6c8-4836-a7ca-edecf330bae0,admission_decision_incorrect,A,Scene1_Day1_V2,Denied student Student1 (I),0,2026-02-22 23:57:12.455000+00:00,0,1,0,5,0,0,1,0,5
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,item_clicked,A,Scene1_Day1_V2,2_SMaterials (I),0,2026-02-24 00:44:41.814000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,6a5d288a-0e0b-47e9-8e37-7696dc6cbc65,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student3 (I),0,2026-02-25 07:23:22.923000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,48ddf079-fad4-42b0-8807-c057ba6033c1,scene_entered,A,Scene0_Title,,0,2026-02-24 00:47:43.344000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student1 (I),0,2026-02-24 00:44:20.613000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-22 21:13:24.067000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,item_clicked,A,Scene1_Day1_V2,2_SExamGuide (I),0,2026-02-25 07:25:23.372000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,f7c2af1f-2dee-493b-ac05-d7a2e6267d07,scene_entered,A,Scene0_Title,,0,2026-02-24 06:34:29.814000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,scroll_clicked,A,Scene2_Day1_V2,Email_P3 (I),0,2026-02-24 01:00:28.018000+00:00,0,0,0,5,0,0,0,0,5
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,item_clicked,A,Scene1_Day1_V2,3_SExamGuide (I),0,2026-02-22 23:59:29.700000+00:00,0,0,0,2,0,0,0,0,2
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,scroll_clicked,A,Scene2_Day1_V2,Email_P2 (I),0,2026-02-24 01:05:22.708000+00:00,0,1,0,9,0,0,1,0,9
itch,0.1,e0787074-6cc5-44bf-8d0a-4d20fe67a5ef,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student1 (I),0,2026-02-24 07:02:41.794000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,scene_entered,A,Scene2_Day1_V2,,0,2026-02-24 06:47:35.280000+00:00,0,0,0,5,0,0,0,0,5
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student3 (I),0,2026-02-24 00:53:07.208000+00:00,0,1,0,8,0,0,1,0,8
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,item_clicked,A,Scene1_Day1_V2,5_SExamTicket (I),0,2026-02-23 00:08:08.013000+00:00,0,1,2,7,2,0,1,0,7
itch,0.1,a7e25c67-841c-43e8-97ef-c6031744b236,item_clicked,A,Scene1_Day1_V2,1_SStudentID (I),0,2026-02-22 21:03:26.603000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,4f717f94-1607-4cbd-83e6-b33049a1d003,supervisor_talk_clicked,A,Scene3_Day1_V2,,0,2026-02-23 06:46:33.624000+00:00,0,1,0,3,0,0,1,0,3
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,bad_behavior_missed,A,Scene2_Day1_V2,Row1Student1 (A),0,2026-02-25 03:34:34.752000+00:00,14.017027854919434,0,0,4,0,0,0,0,4
itch,0.1,a7e25c67-841c-43e8-97ef-c6031744b236,item_clicked,A,Scene1_Day1_V2,5_SMaterials (I),0,2026-02-22 21:04:23.452000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,b0fef513-8750-49dc-a762-f8a966f8ae6b,bad_behavior_missed,A,Scene2_Day1_V2,Row2Student2 (A),0,2026-02-23 02:28:43.034000+00:00,83.07005310058594,1,0,4,0,0,1,0,4
itch,0.1,24667c94-4dd0-43f6-8144-db3eae2f730b,item_clicked,A,Scene1_Day1_V2,4_SReviewFolder (I),0,2026-02-25 03:40:50.217000+00:00,0,1,0,7,0,0,1,0,7
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-24 07:50:12.429000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,282aae4c-530b-44a1-b823-d600a4a793b0,scene_entered,A,Scene3_Day1_V2,,0,2026-02-24 07:01:16.771000+00:00,0,1,2,3,2,0,1,0,3
itch,0.1,b99c4a11-3a13-42cf-b009-acf2191855da,item_clicked,A,Scene1_Day1_V2,5_SExamTicket (I),0,2026-02-24 06:50:33.110000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,69a6b95b-b851-4ced-9433-c308e0522a84,scene_entered,A,Scene0_Title,,0,2026-02-24 07:41:23.908000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,41eb15e3-b7eb-4747-85a4-b199d8db6f6f,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-24 08:01:55.063000+00:00,105.35311889648438,0,0,5,0,0,0,0,5
itch,0.1,b0fef513-8750-49dc-a762-f8a966f8ae6b,item_clicked,A,Scene1_Day1_V2,1_SExamTicket (I),0,2026-02-23 02:23:18.982000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-25 07:31:08.846000+00:00,101.89118957519531,0,1,5,1,0,0,0,5
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,report_correct,A,Scene2_Day1_V2,Row2Student2 (A),0,2026-02-24 01:07:02.920000+00:00,95.26709747314453,2,2,9,2,0,2,0,9
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,item_clicked,A,Scene1_Day1_V2,5_SMaterials (I),0,2026-02-23 00:00:58.717000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,b0fef513-8750-49dc-a762-f8a966f8ae6b,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-23 02:28:22.775000+00:00,62.80588912963867,0,0,4,0,0,0,0,4
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-24 00:49:39.073000+00:00,99.37874603271484,0,0,5,0,0,0,0,5
itch,0.1,2c6da7fd-cac4-4343-b1d6-1c629f174b61,item_clicked,A,Scene1_Day1_V2,1_SExamGuide (I),0,2026-02-25 06:59:56.722000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,00e1c48f-fff8-49ed-b75b-2f6f76fec6a1,orientation_skipped,A,Scene1_Day1_V2,,21,2026-02-23 04:35:53.877000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,8bb9b4ff-567e-4a4f-acd1-3bcf7820495f,item_clicked,A,Scene2_Day1_V2,EmailNotification (I),0,2026-02-24 00:54:05.465000+00:00,0,1,0,10,0,0,1,0,10
itch,0.1,282aae4c-530b-44a1-b823-d600a4a793b0,scene_entered,A,Scene0_Title,,0,2026-02-24 07:21:54.574000+00:00,0,1,2,3,2,0,1,0,3
itch,0.1,282aae4c-530b-44a1-b823-d600a4a793b0,item_clicked,A,Scene1_Day1_V2,3_SExamGuide (I),0,2026-02-24 06:55:42.658000+00:00,0,0,0,2,0,0,0,0,2
itch,0.1,b0fef513-8750-49dc-a762-f8a966f8ae6b,question_answered_incorrectly,A,Scene2_Day1_V2,,0,2026-02-23 02:28:19.500000+00:00,59.52215576171875,0,0,4,0,0,0,0,4
itch,0.1,8e3630c6-8f02-4642-bcc5-a97dde5f9414,admission_decision_correct,A,Scene1_Day1_V2,Admitted student Student2 (I),0,2026-02-24 00:58:00.677000+00:00,0,0,0,2,0,0,0,0,2
itch,0.1,00e1c48f-fff8-49ed-b75b-2f6f76fec6a1,scene_entered,A,Scene0_Title,,0,2026-02-23 04:43:43.863000+00:00,0,1,0,4,0,0,1,0,4
itch,0.1,a7e25c67-841c-43e8-97ef-c6031744b236,scene_entered,A,Scene2_Day1_V2,,0,2026-02-22 21:06:31.432000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,00e1c48f-fff8-49ed-b75b-2f6f76fec6a1,item_clicked,A,Scene1_Day1_V2,5_SExamTicket (I),0,2026-02-23 04:38:38.363000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,orientation_skipped,A,Scene1_Day1_V2,,4,2026-02-23 05:14:33.570000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,d3f88450-e4e0-4fc5-9c1a-e7069ca212af,item_clicked,A,Scene1_Day1_V2,3_SExamTicket (I),0,2026-02-25 07:34:11.052000+00:00,0,0,1,7,1,0,0,0,7
itch,0.1,,session_start,,Scene0_Title,,0,2026-02-23 00:01:47.614000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,816bdc07-4f07-4027-88bb-f2993b8a5981,scene_entered,A,Scene1_Day1_V2,,0,2026-02-24 06:59:27.254000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,97e991da-88c7-472f-a1cd-d15afdfb97c2,item_clicked,A,Scene1_Day1_V2,2_SReviewFolder (I),0,2026-02-24 06:22:44.673000+00:00,0,0,0,1,0,0,0,0,1
itch,0.1,1e3830ff-b9cd-47fb-94e5-35a928218d40,scene_entered,A,Scene1_Day1_V2,,0,2026-02-23 00:05:38.241000+00:00,0,1,2,4,2,0,1,0,4
itch,0.1,a7e25c67-841c-43e8-97ef-c6031744b236,item_clicked,A,Scene1_Day1_V2,4_SExamTicket (I),0,2026-02-22 21:04:09.022000+00:00,0,0,0,3,0,0,0,0,3
itch,0.1,4f717f94-1607-4cbd-83e6-b33049a1d003,item_clicked,A,Scene1_Day1_V2,3_SStudentID (I),0,2026-02-23 06:41:49.900000+00:00,0,0,0,2,0,0,0,0,2
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,item_clicked,A,Scene1_Day1_V2,3_SStudentID (I),0,2026-02-23 05:21:45.119000+00:00,0,0,0,2,0,0,0,0,2
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,item_clicked,A,Scene1_Day1_V2,3_SExamGuide (I),0,2026-02-24 06:54:07.522000+00:00,0,1,0,7,0,0,1,0,7
itch,0.1,0c2c7595-a3fd-4ba1-878b-b824c8356466,item_clicked,A,Scene1_Day1_V2,5_SExamTicket (I),0,2026-02-23 04:35:06.515000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,f4705d45-e1e9-4cbc-8490-58c59554e625,item_clicked,A,Scene1_Day1_V2,1_SMaterials (I),0,2026-02-23 05:19:06.940000+00:00,0,0,0,0,0,0,0,0,0
itch,0.1,a7e25c67-841c-43e8-97ef-c6031744b236,eval_signed,A,Scene3_Day1_V2,,0,2026-02-22 21:12:54.824000+00:00,0,1,1,4,1,0,1,0,4
itch,0.1,afd5cf0a-0ca6-418f-90ee-c0205cf96945,investigation_initiated,A,Scene2_Day1_V2,,0,2026-02-24 06:55:54.857000+00:00,15.96567153930664,1,1,10,1,0,1,0,10
itch,0.1,00e1c48f-fff8-49ed-b75b-2f6f76fec6a1,item_clicked,A,Scene1_Day1_V2,5_IncorrectIcon (I),0,2026-02-23 04:39:35.590000+00:00,0,0,0,4,0,0,0,0,4
itch,0.1,aae92921-2aea-4130-aaca-ad098525dffe,item_clicked,A,Scene1_Day1_V2,5_SReviewFolder (I),0,2026-02-23 05:25:45.627000+00:00,0,0,0,3,0,0,0,0,3
